hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
14,5,0,0.928,0.724,0.53,0,1,2
8,4,2,0.221,0.156,0.392,48,2,10
16,1,2,0.217,0.0,0.163,30,3,8
11,2,2,0.26,0.191,0.0,47,2,9
5,5,1,0.2,0.394,0.2,34,2,7
3,6,1,0.068,0.466,0.27,10,1,8
6,0,0,0.689,0.409,0.5,18,0,3
23,3,1,0.321,0.449,0.274,12,1,7
4,0,1,0.247,0.371,0.155,25,0,9
6,6,2,0.398,0.205,0.368,43,3,9
19,1,2,0.296,0.0,0.452,48,1,9
21,4,0,0.207,0.708,0.825,0,0,4
10,6,2,0.146,0.0,0.199,45,1,9
13,1,2,0.328,0.413,0.413,49,2,6
11,6,2,0.438,0.262,0.309,47,1,6
11,1,1,0.706,0.386,0.389,45,1,4
7,1,0,0.867,0.809,0.819,20,0,2
22,1,2,0.071,0.085,0.058,52,1,10
15,1,0,0.701,0.892,0.661,16,0,1
15,5,0,0.789,0.904,0.542,32,1,2
17,3,0,0.691,0.561,0.757,0,0,1
2,5,0,0.136,0.813,0.274,0,0,7
15,4,0,0.655,0.502,0.5,13,0,2
14,0,2,0.289,0.184,0.292,33,3,7
7,2,2,0.415,0.429,0.548,48,3,6
20,2,2,0.163,0.135,0.319,49,1,10
13,3,2,0.114,0.0,0.1,62,3,9
17,3,2,0.17,0.24,0.313,36,1,9
18,6,1,0.457,0.258,0.537,23,1,5
14,2,0,0.763,0.49,0.593,8,1,2
16,0,0,0.893,0.768,0.489,5,0,2
21,6,1,0.206,0.524,0.528,33,0,6
5,1,2,0.0,0.054,0.086,36,2,10
21,5,2,0.234,0.045,0.043,62,3,10
4,4,0,0.259,0.482,0.314,22,1,6
23,3,1,0.128,0.517,0.255,19,2,7
18,0,0,0.788,0.582,0.703,27,1,2
13,1,2,0.168,0.374,0.26,55,3,6
16,2,0,0.941,0.558,0.801,2,0,1
9,6,2,0.379,0.382,0.439,29,1,7
14,6,2,0.036,0.0,0.281,33,1,10
14,1,0,0.854,0.804,0.473,1,0,2
0,2,0,0.183,0.776,0.258,0,1,6
16,6,1,0.613,0.573,0.285,40,2,4
18,5,2,0.239,0.311,0.529,14,1,7
19,6,2,0.407,0.313,0.607,41,1,6
10,2,0,0.74,0.888,0.539,17,1,1
2,1,1,0.255,0.253,0.0,12,1,9
6,5,2,0.465,0.036,0.22,28,1,7
14,1,0,0.854,0.804,0.473,1,0,2
9,0,0,0.908,0.815,0.868,20,1,3
16,5,1,0.579,0.13,0.689,26,2,4
23,1,2,0.014,0.427,0.151,40,2,10
14,0,2,0.411,0.279,0.463,23,2,6
17,3,2,0.121,0.0,0.495,42,3,10
7,0,2,0.247,0.3,0.48,40,3,9
16,6,2,0.149,0.164,0.299,30,2,7
17,5,0,0.908,0.522,0.93,6,0,1
8,5,2,0.291,0.061,0.654,36,3,8
11,4,1,0.488,0.448,0.37,22,0,3
17,3,1,0.706,0.472,0.798,7,0,3
18,6,0,0.76,0.737,0.827,0,0,3
3,3,0,0.188,0.852,0.214,15,0,6
20,1,2,0.498,0.109,0.243,34,3,7
4,4,1,0.223,0.536,0.1,10,2,9
9,1,2,0.2,0.396,0.33,58,1,9
5,3,0,0.217,0.576,0.096,34,1,6
7,4,1,0.58,0.291,0.594,1,2,6
17,6,0,0.813,0.755,1.0,18,1,1
19,1,1,0.733,0.45,0.679,24,0,5
5,3,1,0.217,0.326,0.344,20,1,7
6,2,1,0.776,0.068,0.619,11,0,5
1,0,1,0.269,0.281,0.11,16,0,9
20,0,2,0.081,0.2,0.198,52,1,10
15,5,0,0.789,0.904,0.542,32,1,2
16,4,2,0.217,0.0,0.221,58,2,7
10,3,1,0.659,0.41,0.433,17,1,3
9,6,2,0.21,0.023,0.531,23,1,8
12,5,2,0.255,0.224,0.342,33,2,7
12,3,1,0.803,0.395,0.558,21,0,3
13,1,1,0.564,0.426,0.53,22,1,3
1,2,2,0.046,0.243,0.196,57,3,10
15,0,2,0.296,0.007,0.548,35,1,7
8,5,1,0.624,0.685,0.655,22,0,5
4,3,2,0.062,0.0,0.0,38,3,10
6,3,0,0.769,0.84,0.417,6,0,3
20,5,1,0.527,0.252,0.622,8,1,6
0,6,0,0.142,0.484,0.174,10,0,7
3,3,2,0.0,0.438,0.229,30,2,10
3,3,2,0.176,0.082,0.16,37,2,10
20,0,2,0.095,0.118,0.41,43,1,9
6,0,1,0.646,0.442,0.505,26,0,4
11,4,1,0.605,0.469,0.582,32,2,3
21,3,2,0.0,0.228,0.334,35,3,9
0,3,1,0.191,0.562,0.03,26,1,8
7,6,1,0.483,0.442,0.651,15,1,4
19,6,1,0.509,0.391,0.751,22,2,4
10,5,0,0.65,0.905,0.69,2,1,1
11,1,1,0.576,0.29,0.549,22,0,5
8,1,1,0.629,0.759,0.594,1,0,5
19,0,0,0.628,0.62,0.737,7,0,2
6,0,0,0.81,0.614,0.738,19,0,3
9,6,1,0.644,0.344,0.604,39,2,4
11,4,2,0.284,0.123,0.232,40,1,8
17,3,2,0.244,0.063,0.386,22,2,8
13,3,2,0.409,0.14,0.196,30,1,6
9,1,2,0.259,0.112,0.44,26,3,9
9,2,2,0.37,0.355,0.429,44,1,7
6,1,2,0.454,0.331,0.315,49,2,6
5,4,0,0.254,0.754,0.005,0,0,5
17,1,1,0.83,0.306,0.699,25,1,2
22,5,0,0.257,0.636,0.104,6,0,6
15,2,1,0.615,0.447,0.673,19,2,2
21,4,1,0.186,0.232,0.541,25,2,7
13,0,2,0.294,0.405,0.214,25,1,6
7,4,1,0.538,0.249,0.786,18,2,5
12,0,1,0.556,0.0,0.375,31,1,5
12,2,2,0.185,0.056,0.192,21,3,7
17,0,2,0.226,0.11,0.631,14,2,6
13,2,1,0.641,0.337,0.529,14,1,3
22,2,1,0.014,0.22,0.135,16,0,8
8,1,2,0.407,0.494,0.574,48,3,6
10,6,0,0.842,0.714,0.668,28,1,1
4,0,1,0.191,0.511,0.104,29,1,9
4,4,2,0.0,0.06,0.075,67,1,10
10,3,2,0.249,0.192,0.251,32,2,7
8,1,1,0.654,0.262,0.706,24,1,5
6,6,1,0.632,0.353,0.39,26,0,4
8,2,0,0.809,0.856,0.839,5,0,3
14,6,2,0.478,0.372,0.277,39,3,5
19,1,0,0.719,0.638,0.739,8,0,3
7,0,2,0.325,0.388,0.421,35,1,8
10,2,0,0.899,0.762,0.781,13,1,1
23,3,1,0.34,0.475,0.138,42,0,7
14,6,1,0.627,0.483,0.361,39,2,3
17,2,2,0.295,0.0,0.446,32,3,7
18,5,0,0.74,0.661,0.801,2,0,2
11,0,2,0.343,0.192,0.141,43,1,8
9,2,1,0.589,0.282,0.648,31,0,5
18,3,2,0.353,0.409,0.549,33,2,7
12,3,2,0.462,0.104,0.073,16,1,6
10,3,0,0.85,0.915,0.437,20,0,1
19,5,1,0.533,0.587,0.668,34,2,4
23,6,0,0.436,0.628,0.296,20,0,5
11,1,1,0.554,0.515,0.582,14,0,4
7,0,0,0.754,0.762,0.903,18,0,3
17,6,2,0.33,0.029,0.398,34,1,7
14,2,1,0.527,0.358,0.35,9,1,4
21,0,1,0.083,0.422,0.647,39,1,5
21,6,0,0.143,0.591,0.813,1,0,4
10,2,0,0.883,0.781,0.574,18,0,1
8,0,1,0.785,0.396,0.835,26,2,4
16,5,2,0.276,0.27,0.267,23,2,7
18,4,1,0.747,0.633,0.684,12,0,4
23,2,0,0.227,1.0,0.36,0,0,4
13,2,0,0.853,0.766,0.482,12,0,2
17,6,2,0.49,0.206,0.465,39,1,6
12,5,1,0.689,0.433,0.412,23,2,3
16,2,0,0.941,0.558,0.801,2,0,1
17,1,1,0.574,0.376,0.531,9,2,4
4,2,1,0.282,0.517,0.14,15,2,9
8,3,1,0.568,0.11,0.573,0,1,6
12,1,1,0.594,0.401,0.614,32,2,3
3,2,0,0.277,0.763,0.048,18,0,7
15,6,1,0.474,0.459,0.511,23,2,4
14,0,0,0.704,0.629,0.579,10,0,1
14,1,2,0.264,0.0,0.309,23,3,8
3,0,2,0.238,0.126,0.255,48,1,10
14,5,0,0.874,0.637,0.697,5,1,1
16,5,0,0.885,0.53,0.612,25,1,1
2,1,0,0.28,0.634,0.276,9,1,6
10,0,1,0.648,0.398,0.371,35,0,4
20,4,1,0.614,0.419,0.505,22,1,4
11,2,2,0.459,0.219,0.218,23,1,6
10,5,2,0.307,0.126,0.361,35,1,8
15,2,0,0.812,0.767,0.585,24,0,2
18,3,0,0.919,0.857,0.8,20,1,2
15,0,1,0.636,0.483,0.518,22,0,4
21,1,2,0.04,0.242,0.556,33,2,8
17,6,2,0.462,0.0,0.38,64,1,7
14,6,1,0.603,0.367,0.479,23,1,4
6,4,1,0.479,0.138,0.621,18,2,5
23,2,2,0.003,0.149,0.0,31,3,10
0,5,1,0.0,0.058,0.056,25,2,9
9,5,2,0.437,0.152,0.609,27,1,8
11,5,2,0.253,0.109,0.452,28,3,7
2,0,0,0.015,0.521,0.312,9,0,6
13,1,1,0.71,0.442,0.546,23,1,4
4,0,2,0.246,0.213,0.191,40,2,10
0,2,0,0.211,0.32,0.221,0,0,6
15,0,0,0.633,0.715,0.673,25,0,1
18,4,0,0.808,0.822,0.901,12,1,2
20,2,2,0.287,0.101,0.306,41,1,8
15,2,1,0.501,0.499,0.55,21,1,4
14,3,0,0.696,0.771,0.587,0,0,2
23,5,2,0.0,0.33,0.023,30,3,9
16,0,2,0.234,0.0,0.312,30,1,7
1,4,0,0.511,0.668,0.1,14,0,6
22,4,2,0.142,0.108,0.0,25,1,10
5,5,0,0.194,0.827,0.146,22,1,5
2,5,1,0.266,0.439,0.164,13,2,8
10,6,2,0.342,0.374,0.432,33,3,7
15,6,1,0.639,0.645,0.46,28,2,3
12,6,0,0.682,0.629,0.756,17,0,1
14,6,1,0.678,0.425,0.598,17,0,3
5,4,1,0.225,0.333,0.042,14,1,8
11,6,0,0.641,0.681,0.674,0,0,1
23,1,0,0.262,0.547,0.12,15,0,6
12,6,1,0.294,0.591,0.623,38,0,4
2,4,1,0.18,0.442,0.08,19,1,9
21,1,0,0.108,0.949,0.546,19,0,3
9,2,1,0.704,0.318,0.841,19,1,5
11,3,2,0.381,0.333,0.306,43,1,6
8,1,1,0.724,0.067,0.762,18,1,5
15,2,2,0.286,0.049,0.427,43,1,7
11,4,2,0.451,0.145,0.329,46,3,6
14,5,2,0.271,0.301,0.37,49,3,6
11,6,0,0.872,0.728,0.556,13,1,2
1,0,1,0.263,0.527,0.224,25,1,9
9,1,1,0.694,0.5,0.521,31,2,5
1,3,1,0.236,0.353,0.162,13,1,9
11,0,0,0.779,0.687,0.636,1,0,1
21,2,1,0.075,0.592,0.541,30,1,5
2,2,2,0.226,0.214,0.247,7,3,10
18,5,1,0.502,0.441,0.8,18,2,5
15,5,2,0.387,0.0,0.246,55,3,7
17,0,0,0.783,0.501,0.866,17,1,1
9,2,2,0.181,0.41,0.657,24,2,7
3,6,1,0.0,0.476,0.08,20,0,9
17,5,2,0.347,0.311,0.412,32,1,6
9,1,1,0.627,0.089,0.58,16,2,5
5,0,2,0.0,0.063,0.195,46,1,10
13,0,2,0.24,0.0,0.168,47,2,9
8,1,1,0.523,0.615,0.728,25,2,4
11,1,2,0.171,0.364,0.211,42,2,6
16,2,1,0.686,0.355,0.636,15,0,2
12,0,2,0.209,0.0,0.215,37,1,8
9,6,2,0.198,0.04,0.609,37,3,9
20,1,2,0.225,0.18,0.193,34,2,9
6,4,1,0.558,0.402,0.399,36,1,5
4,5,0,0.233,1.0,0.233,7,1,7
16,4,1,0.591,0.109,0.368,32,0,4
15,2,0,0.992,1.0,0.642,18,0,1
6,0,2,0.258,0.382,0.205,31,1,8
19,1,2,0.194,0.457,0.433,46,1,8
9,5,0,0.98,0.638,0.764,0,0,3
9,2,0,0.801,0.75,0.842,0,0,3
22,1,0,0.099,0.773,0.164,3,0,5
9,4,1,0.559,0.414,0.508,24,2,5
21,1,1,0.228,0.312,0.515,5,2,6
10,0,0,0.687,0.733,0.564,9,0,1
10,5,1,0.776,0.475,0.628,17,1,2
15,2,1,0.564,0.199,0.567,14,1,5
14,0,1,0.758,0.558,0.437,15,2,3
21,3,2,0.022,0.032,0.303,31,1,9
12,1,0,0.913,0.908,0.559,14,0,1
10,2,1,0.685,0.432,0.525,21,2,4
2,0,1,0.18,0.39,0.018,40,0,8
15,1,0,0.92,0.738,0.639,18,0,1
8,5,2,0.342,0.21,0.585,28,3,8
11,3,2,0.113,0.389,0.286,45,3,8
11,5,2,0.341,0.155,0.197,28,2,9
6,6,1,0.707,0.333,0.503,15,1,4
19,0,1,0.693,0.534,0.771,30,1,4
23,5,2,0.295,0.0,0.0,49,2,10
15,6,2,0.356,0.109,0.405,48,2,7
8,2,0,0.851,0.541,0.713,7,0,3
10,4,0,0.834,0.58,0.379,14,0,1
0,0,1,0.243,0.358,0.053,17,0,8
7,5,1,0.575,0.191,0.639,34,0,5
17,0,1,0.532,0.631,0.721,14,1,3
8,1,2,0.167,0.342,0.607,24,3,8
4,6,1,0.0,0.197,0.239,20,2,9
6,6,1,0.591,0.345,0.514,13,2,5
5,1,1,0.322,0.34,0.075,36,2,7
16,3,2,0.167,0.309,0.295,46,2,6
5,5,0,0.307,0.597,0.27,26,0,6
17,6,0,1.0,0.89,0.745,14,0,1
6,4,0,0.683,0.801,0.706,2,0,2
11,4,2,0.425,0.192,0.401,20,1,6
16,6,2,0.323,0.164,0.4,38,2,8
11,6,0,0.641,0.681,0.674,0,0,1
18,2,2,0.294,0.285,0.523,26,1,9
16,6,1,0.613,0.091,0.478,9,2,4
7,1,2,0.43,0.368,0.582,34,2,6
14,4,2,0.432,0.269,0.502,36,3,6
15,2,1,0.419,0.403,0.379,20,0,3
15,6,2,0.428,0.392,0.51,39,3,5
7,1,0,0.864,0.811,0.864,13,1,3
13,2,2,0.286,0.346,0.32,45,1,6
15,5,0,0.788,0.692,0.717,0,0,1
10,1,2,0.368,0.358,0.257,34,1,6
6,2,2,0.231,0.116,0.336,48,3,8
8,0,2,0.504,0.234,0.558,26,2,8
14,1,1,0.642,0.65,0.532,25,2,3
16,2,1,0.442,0.35,0.482,5,1,4
2,4,1,0.006,0.405,0.13,14,1,9
15,3,2,0.315,0.201,0.333,38,2,7
13,0,0,0.643,0.69,0.483,4,0,2
10,6,0,0.745,0.484,0.61,0,0,1
20,2,1,0.746,0.57,0.477,4,1,4
5,3,2,0.296,0.062,0.126,15,3,10
7,1,0,0.955,0.892,0.7,26,0,3
8,3,1,0.674,0.486,0.559,8,0,5
13,2,1,0.663,0.457,0.401,5,0,3
12,3,2,0.219,0.062,0.337,32,3,8
9,2,1,0.759,0.474,0.714,20,2,4
14,6,1,0.486,0.542,0.619,34,1,2
19,2,2,0.288,0.079,0.455,21,1,9
20,1,0,0.824,0.506,0.589,15,0,2
7,0,1,0.602,0.356,0.687,22,1,4
14,5,0,0.777,0.795,0.714,8,0,1
11,1,2,0.336,0.066,0.074,39,2,7
17,5,2,0.31,0.499,0.458,28,2,6
21,4,2,0.14,0.468,0.42,23,3,7
22,1,0,0.283,0.704,0.054,0,0,5
9,5,1,0.524,0.356,0.543,21,1,4
19,0,1,0.527,0.602,0.747,28,1,4
6,6,1,0.649,0.478,0.589,34,0,4
12,6,0,0.962,0.666,0.52,4,0,2
14,1,1,0.744,0.12,0.556,25,1,5
17,1,2,0.239,0.138,0.335,44,3,10
16,6,2,0.25,0.516,0.227,38,2,7
6,5,2,0.152,0.135,0.371,38,3,9
3,3,2,0.029,0.028,0.0,57,2,10
10,1,2,0.236,0.0,0.195,38,3,9
17,1,1,0.53,0.27,0.535,22,1,5
15,0,0,0.921,0.685,0.697,8,0,1
19,2,1,0.814,0.431,0.823,30,0,5
9,2,2,0.177,0.194,0.485,23,3,9
16,5,1,0.597,0.554,0.495,19,1,3
12,3,0,0.801,0.819,0.618,3,0,1
10,4,1,0.597,0.48,0.48,16,2,4
19,4,2,0.21,0.449,0.432,49,3,9
17,3,1,0.74,0.545,0.942,6,1,2
5,4,2,0.0,0.239,0.0,49,2,10
17,5,1,0.489,0.622,0.601,7,0,2
8,3,1,0.579,0.375,0.567,17,1,5
0,5,2,0.279,0.055,0.0,34,1,10
15,0,0,0.975,0.785,0.713,0,0,1
17,6,1,0.725,0.369,0.726,31,1,2
12,1,2,0.453,0.22,0.12,44,2,7
11,5,2,0.25,0.241,0.31,33,1,8
12,1,0,0.804,0.653,0.705,3,0,1
13,2,1,0.601,0.527,0.631,15,0,2
5,1,0,0.159,0.501,0.078,12,0,5
19,4,2,0.339,0.404,0.423,30,3,8
18,2,0,0.68,0.688,0.799,6,0,2
11,6,1,0.567,0.277,0.542,19,0,4
7,1,2,0.14,0.419,0.376,23,3,8
4,4,0,0.2,0.571,0.327,16,1,6
21,0,0,0.359,1.0,0.489,17,0,3
10,4,0,0.907,0.65,0.711,13,0,1
7,5,0,0.78,0.756,0.651,21,1,3
7,6,0,0.878,0.765,0.762,8,0,3
8,1,0,0.788,0.531,0.687,0,0,2
14,6,2,0.294,0.0,0.284,41,2,8
10,5,0,0.948,0.588,0.518,12,0,2
20,1,2,0.409,0.0,0.329,51,2,9
15,5,2,0.28,0.165,0.462,33,3,8
16,4,0,0.846,0.757,0.607,17,1,1
7,3,2,0.37,0.355,0.485,25,2,8
18,0,0,0.747,0.911,0.859,9,0,2
16,0,2,0.576,0.062,0.344,47,2,6
19,5,2,0.457,0.049,0.515,36,1,7
9,5,2,0.314,0.041,0.705,40,2,9
8,4,2,0.175,0.232,0.679,44,3,9
2,3,0,0.186,1.0,0.223,4,0,7
9,2,1,0.472,0.182,0.546,3,1,5
14,2,1,0.64,0.233,0.574,13,1,5
15,2,2,0.301,0.615,0.418,46,1,7
17,2,2,0.143,0.403,0.521,30,1,6
12,3,1,0.417,0.596,0.687,3,1,2
0,2,2,0.054,0.092,0.0,37,1,10
4,0,2,0.037,0.083,0.139,35,2,10
6,4,1,0.558,0.402,0.399,36,1,5
12,5,0,0.66,0.876,0.503,8,1,2
23,4,2,0.026,0.075,0.204,36,3,10
16,4,0,0.721,0.745,0.585,14,0,1
0,0,1,0.179,0.458,0.054,8,2,8
18,4,2,0.193,0.254,0.318,44,2,9
15,4,1,0.625,0.431,0.56,13,1,4
12,3,0,0.972,0.352,0.4,4,1,2
10,3,2,0.401,0.314,0.518,46,3,6
17,6,0,0.941,0.737,0.925,1,0,1
10,5,0,1.0,0.698,0.62,6,0,1
0,0,0,0.112,0.883,0.083,10,0,6
19,6,2,0.21,0.315,0.71,34,1,8
20,5,2,0.502,0.391,0.28,52,3,6
12,1,1,0.587,0.192,0.528,36,2,5
2,1,1,0.128,0.262,0.0,16,1,9
8,6,2,0.317,0.05,0.52,36,3,10
21,2,1,0.164,0.504,0.52,5,2,6
5,0,2,0.156,0.211,0.275,21,3,10
7,1,1,0.696,0.278,0.714,22,0,5
15,2,2,0.154,0.0,0.346,53,2,7
7,2,2,0.219,0.283,0.543,29,1,8
12,5,1,0.413,0.6,0.343,18,0,3
16,1,2,0.257,0.181,0.178,39,1,9
10,5,0,0.818,0.888,0.548,34,0,2
2,4,2,0.008,0.0,0.27,60,3,10
19,1,1,0.608,0.425,0.794,16,1,4
11,2,2,0.522,0.21,0.243,53,3,7
10,0,0,0.776,0.66,0.623,4,0,1
18,0,0,0.788,0.582,0.703,27,1,2
1,2,2,0.224,0.018,0.078,36,3,10
16,5,2,0.167,0.211,0.393,45,2,7
8,3,1,0.617,0.122,0.682,20,0,6
0,1,1,0.051,0.637,0.058,9,1,9
12,2,2,0.129,0.49,0.346,35,1,6
15,3,2,0.222,0.051,0.185,30,2,7
13,4,1,0.605,0.229,0.417,17,2,4
22,5,1,0.227,0.294,0.104,26,0,8
22,0,2,0.149,0.387,0.181,43,3,9
6,4,2,0.47,0.337,0.383,30,2,6
4,6,2,0.152,0.2,0.101,24,1,10
16,5,1,0.421,0.54,0.283,14,0,4
23,0,0,0.265,0.973,0.015,0,1,6
13,0,0,0.816,0.788,0.671,17,1,1
14,5,0,0.756,0.716,0.54,8,0,1
12,3,1,0.557,0.711,0.518,41,0,3
14,3,0,0.816,0.753,0.605,10,1,1
13,3,1,0.593,0.373,0.666,31,1,2
22,3,2,0.0,0.039,0.0,40,2,10
6,2,2,0.258,0.203,0.244,45,1,8
19,6,2,0.473,0.508,0.486,28,2,7
8,0,2,0.014,0.201,0.343,55,2,10
1,2,0,0.087,0.777,0.072,14,0,7
19,1,2,0.207,0.318,0.332,31,3,7
13,0,1,0.586,0.183,0.56,20,0,5
14,1,2,0.377,0.191,0.329,34,2,8
9,2,1,0.697,0.531,0.602,11,0,4
17,0,1,0.62,0.334,0.767,30,0,2
14,3,0,0.73,0.548,0.603,0,1,1
18,1,1,0.602,0.609,0.563,36,1,4
0,4,1,0.0,0.429,0.219,25,2,8
19,1,1,0.55,0.099,0.676,9,2,5
9,3,2,0.334,0.049,0.662,29,1,9
14,1,0,0.841,0.74,0.634,26,1,1
15,3,2,0.45,0.104,0.079,38,1,7
13,4,1,0.556,0.291,0.445,18,1,5
12,0,1,0.507,0.353,0.553,27,1,3
10,1,0,0.886,0.738,0.485,12,0,2
7,6,0,0.824,1.0,0.799,17,0,2
7,6,2,0.303,0.139,0.436,38,2,9
23,1,1,0.168,0.564,0.273,32,0,7
12,2,1,0.651,0.465,0.398,19,0,3
14,1,2,0.295,0.321,0.115,25,2,6
3,0,2,0.143,0.177,0.204,27,2,10
5,3,0,0.248,0.783,0.192,13,0,5
22,4,2,0.0,0.135,0.247,31,3,10
11,4,0,0.637,0.821,0.542,20,0,2
0,0,0,0.12,0.773,0.133,10,0,7
23,4,0,0.271,0.847,0.306,16,0,5
21,1,1,0.153,0.261,0.413,3,1,7
10,1,2,0.227,0.321,0.15,26,2,6
9,3,1,0.48,0.418,0.701,18,2,4
7,4,1,0.579,0.399,0.733,15,0,4
6,0,2,0.176,0.011,0.192,63,1,10
0,3,1,0.333,0.557,0.256,6,0,8
12,1,0,0.84,0.695,0.565,18,1,1
19,6,2,0.357,0.0,0.684,23,3,8
12,5,0,0.748,0.822,0.624,0,0,1
16,2,2,0.216,0.472,0.486,32,1,6
8,2,1,0.454,0.348,0.771,14,2,4
14,3,1,0.619,0.424,0.487,19,1,3
7,6,1,0.796,0.514,0.838,27,2,5
12,2,2,0.201,0.118,0.318,63,2,7
10,2,1,0.558,0.444,0.5,25,0,3
2,5,1,0.154,0.408,0.021,19,0,9
17,3,1,0.679,0.547,0.829,37,1,3
17,5,2,0.19,0.573,0.544,24,3,7
21,3,2,0.076,0.054,0.349,43,2,8
17,5,2,0.094,0.0,0.324,37,3,9
19,6,0,0.853,0.989,0.85,13,1,2
9,1,1,0.77,0.74,0.795,28,0,4
3,3,1,0.026,0.46,0.11,33,1,8
22,6,2,0.009,0.348,0.209,50,1,9
12,6,2,0.372,0.363,0.204,35,2,6
12,5,1,0.847,0.426,0.471,20,0,3
13,4,2,0.436,0.0,0.361,44,1,6
4,2,1,0.256,0.453,0.26,23,0,8
13,5,1,0.616,0.73,0.498,13,0,3
10,6,2,0.199,0.312,0.231,32,1,7
2,2,0,0.155,0.75,0.177,13,0,7
8,1,0,0.847,0.696,0.759,9,1,2
15,3,2,0.274,0.32,0.212,38,1,7
12,1,0,0.847,0.62,0.559,23,1,2
4,3,1,0.117,0.274,0.188,17,0,9
19,4,2,0.185,0.364,0.576,45,3,8
5,0,2,0.276,0.223,0.198,35,2,10
17,3,1,0.519,0.41,0.697,21,2,3
13,4,1,0.414,0.326,0.54,28,1,3
11,2,2,0.343,0.09,0.261,21,3,7
13,0,2,0.243,0.472,0.303,28,2,7
19,0,1,0.6,0.446,0.751,21,2,4
6,3,0,0.729,0.824,0.551,32,0,2
17,5,2,0.123,0.296,0.586,32,2,8
7,4,2,0.109,0.0,0.511,23,3,9
17,0,0,0.722,0.352,0.704,0,0,1
12,2,1,0.512,0.523,0.575,18,1,3
12,4,2,0.265,0.384,0.215,38,3,6
11,0,1,0.661,0.495,0.548,24,2,4
17,2,1,0.537,0.396,0.636,21,2,2
19,2,1,0.573,0.437,0.801,5,0,4
16,6,1,0.542,0.468,0.364,13,1,3
3,6,1,0.279,0.154,0.01,40,2,9
17,3,2,0.416,0.433,0.459,28,2,6
17,1,1,0.626,0.459,0.764,27,1,2
14,4,1,0.6,0.446,0.331,18,2,4
12,5,1,0.552,0.564,0.512,7,0,3
15,4,0,0.677,0.551,0.536,7,1,2
8,4,0,0.538,0.718,0.782,22,0,2
14,5,2,0.43,0.165,0.233,24,2,7
6,2,2,0.246,0.058,0.602,27,1,8
16,6,2,0.158,0.553,0.297,38,1,6
21,5,2,0.146,0.284,0.236,40,3,8
4,1,1,0.306,0.386,0.117,47,2,9
7,1,1,0.593,0.117,0.738,1,1,5
17,0,2,0.289,0.147,0.283,56,2,9
16,1,1,0.664,0.621,0.518,19,2,4
22,1,0,0.099,0.773,0.164,3,0,5
17,3,0,0.793,0.718,0.825,19,0,1
7,6,1,0.608,0.315,0.833,19,1,4
1,0,0,0.44,0.524,0.096,12,0,6
15,4,0,0.677,0.551,0.536,7,1,2
15,6,2,0.176,0.301,0.315,60,3,6
16,4,2,0.31,0.18,0.215,13,2,8
15,5,0,0.664,0.662,0.526,19,0,2
17,5,1,0.659,0.187,0.666,14,2,3
5,3,1,0.339,0.241,0.149,26,2,9
17,5,1,0.658,0.37,0.712,20,0,2
1,0,1,0.279,0.432,0.198,20,0,8
2,0,2,0.145,0.038,0.125,59,1,10
8,5,2,0.074,0.0,0.613,19,3,9
21,2,2,0.226,0.182,0.236,39,2,9
4,5,2,0.049,0.222,0.0,52,2,10
16,3,1,0.673,0.575,0.383,27,0,3
7,1,1,0.56,0.341,0.715,13,0,5
11,3,2,0.311,0.292,0.26,38,2,7
0,1,2,0.189,0.268,0.058,18,3,10
2,3,2,0.031,0.179,0.0,49,1,10
8,6,2,0.158,0.142,0.387,58,3,10
6,6,1,0.411,0.34,0.506,17,1,4
10,2,2,0.29,0.421,0.337,38,1,7
1,0,0,0.224,0.893,0.186,10,0,7
3,4,2,0.03,0.274,0.07,48,2,10
15,3,2,0.267,0.523,0.31,23,1,6
6,2,1,0.388,0.352,0.523,22,0,5
21,3,0,0.263,0.695,0.641,30,0,4
8,6,2,0.23,0.272,0.573,38,3,9
8,2,1,0.522,0.107,0.874,14,0,6
12,5,2,0.45,0.042,0.245,36,1,6
16,0,2,0.165,0.423,0.373,32,1,6
9,5,2,0.371,0.0,0.471,35,3,9
6,6,0,0.791,0.9,0.584,15,0,3
0,5,0,0.252,0.808,0.162,19,0,7
20,1,2,0.2,0.107,0.38,32,3,10
2,6,2,0.092,0.34,0.0,46,1,10
19,5,1,0.84,0.563,0.721,34,0,5
19,4,2,0.289,0.147,0.535,30,2,9
19,6,0,0.753,0.444,0.796,16,1,2
10,2,1,0.691,0.227,0.611,11,2,3
17,2,2,0.193,0.306,0.387,30,2,7
21,5,0,0.358,0.766,0.774,14,0,4
20,0,1,0.553,0.511,0.384,10,2,4
12,3,0,0.801,0.819,0.618,3,0,1
13,5,1,0.661,0.332,0.424,20,2,3
10,0,1,0.558,0.315,0.338,20,1,3
3,5,0,0.222,0.692,0.08,0,0,7
7,3,1,0.724,0.326,0.801,1,1,4
19,4,1,0.524,0.542,0.575,21,2,4
12,1,0,0.716,0.799,0.665,15,1,1
6,6,1,0.521,0.461,0.477,14,2,4
21,6,2,0.038,0.065,0.131,32,3,9
12,5,0,0.711,0.845,0.673,12,0,1
13,0,1,0.502,0.562,0.456,19,2,4
12,2,2,0.497,0.341,0.338,30,1,6
21,6,2,0.09,0.0,0.435,35,1,9
1,2,0,0.268,0.724,0.258,18,0,7
16,0,2,0.486,0.196,0.45,25,3,7
