hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
4,3,1,0.245,0.223,0.22,7,2,6
12,0,2,0.493,0.0,0.157,30,2,7
17,0,2,0.674,0.2,0.226,18,3,5
4,4,2,0.1,0.0,0.0,36,3,10
17,2,0,1.0,0.961,0.734,18,0,1
21,3,2,0.14,0.288,0.219,29,2,7
4,4,2,0.1,0.0,0.0,36,3,10
14,4,2,0.543,0.0,0.251,28,3,6
13,3,1,0.929,0.188,0.637,5,1,2
8,0,3,0.646,0.384,0.843,29,1,5
6,0,0,0.972,0.624,0.61,10,3,3
11,1,0,0.935,0.731,0.638,6,1,1
17,6,1,0.701,0.669,0.799,0,3,2
0,0,2,0.258,0.0,0.0,25,0,9
11,0,2,0.494,0.103,0.143,16,2,6
23,1,1,0.516,0.259,0.52,13,1,5
20,1,2,0.458,0.029,0.232,19,2,6
15,0,2,0.698,0.0,0.17,27,1,7
6,6,2,0.593,0.178,0.188,36,0,7
2,3,4,0.0,0.0,0.186,11,2,8
2,5,2,0.055,0.225,0.026,14,1,9
18,5,1,0.756,0.384,0.69,0,0,2
12,2,1,0.897,0.371,0.664,0,2,2
23,3,3,0.363,0.135,0.818,24,0,6
5,5,1,0.1,0.266,0.255,0,2,5
22,5,2,0.146,0.214,0.249,19,0,7
12,6,0,0.907,0.507,0.607,11,1,1
2,5,3,0.101,0.103,0.546,27,1,8
1,3,4,0.0,0.308,0.119,0,1,8
18,2,2,0.485,0.273,0.362,26,2,6
18,5,0,0.937,0.715,0.909,23,3,2
9,6,0,0.856,0.472,0.999,1,2,2
19,2,3,0.795,0.527,1.0,18,1,4
18,0,1,0.839,0.161,0.731,4,3,3
14,3,2,0.729,0.392,0.158,15,0,5
19,3,1,0.945,0.115,0.655,16,2,3
17,3,0,1.0,0.676,0.719,0,0,1
2,4,2,0.036,0.142,0.0,32,0,9
17,5,1,0.729,0.075,0.64,0,2,2
20,2,2,0.408,0.0,0.244,31,2,7
8,5,1,0.773,0.0,0.593,17,3,4
22,2,2,0.297,0.0,0.154,25,3,9
13,0,0,0.841,0.706,0.8,0,0,1
2,5,4,0.0,0.06,0.163,17,3,9
14,6,0,0.982,1.0,0.645,22,1,1
9,0,0,1.0,0.877,0.655,18,1,2
21,2,2,0.171,0.0,0.323,43,3,8
18,3,2,0.449,0.374,0.477,40,1,7
2,4,4,0.0,0.182,0.0,0,0,7
19,5,1,0.706,0.37,0.586,7,0,4
21,1,4,0.001,0.0,0.182,4,3,8
21,2,2,0.07,0.064,0.208,30,3,8
14,0,1,0.777,0.488,0.42,2,3,2
8,1,1,0.836,0.182,0.573,7,0,3
16,4,4,0.55,0.112,0.413,0,0,3
9,0,2,0.738,0.138,0.347,17,2,5
6,3,2,0.468,0.089,0.265,34,3,8
0,0,2,0.102,0.283,0.001,36,3,10
2,3,2,0.011,0.479,0.0,31,0,8
16,3,1,0.921,0.176,0.543,8,3,3
7,3,4,0.623,0.0,0.353,0,1,4
3,5,4,0.0,0.0,0.041,7,3,9
22,0,1,0.381,0.499,0.523,27,2,5
15,5,1,0.986,0.369,0.563,18,2,3
10,5,2,0.715,0.149,0.228,28,1,5
8,6,0,0.966,0.61,0.579,2,3,2
13,4,0,0.946,0.706,0.565,8,2,1
8,0,1,0.916,0.081,0.475,6,1,4
3,4,2,0.003,0.565,0.031,29,2,9
4,3,2,0.0,0.315,0.0,24,3,10
2,4,2,0.103,0.103,0.0,49,2,9
5,1,3,0.329,0.45,0.586,20,0,6
17,5,1,0.722,0.515,0.837,2,0,2
7,0,4,0.413,0.121,0.329,0,2,4
22,1,1,0.086,0.296,0.426,2,1,5
17,2,1,0.903,0.64,0.734,0,3,1
21,3,2,0.206,0.101,0.16,37,1,8
16,0,3,0.607,0.295,0.788,17,0,5
8,2,3,0.692,0.365,0.775,30,2,5
13,5,0,0.752,0.905,0.578,15,1,2
17,0,1,0.89,0.296,0.73,0,3,2
22,2,1,0.19,0.164,0.752,9,2,5
15,0,1,0.797,0.005,0.583,7,1,3
3,4,4,0.195,0.0,0.0,4,0,8
6,5,4,0.337,0.236,0.226,17,0,5
21,6,2,0.0,0.137,0.158,25,3,8
2,5,2,0.055,0.225,0.026,14,1,9
23,1,1,0.17,0.212,0.599,1,3,5
17,3,0,1.0,0.794,0.82,15,3,1
23,1,2,0.0,0.0,0.155,25,3,9
1,3,4,0.0,0.0,0.0,14,1,9
2,2,2,0.0,0.275,0.0,33,2,9
23,1,2,0.011,0.081,0.155,26,3,9
18,3,2,0.493,0.207,0.447,26,1,6
17,5,1,0.748,0.286,0.762,0,1,2
19,2,2,0.734,0.218,0.535,29,3,6
5,0,2,0.197,0.0,0.0,31,1,7
19,4,1,0.727,0.357,0.636,0,2,2
2,2,4,0.101,0.047,0.018,0,1,8
18,5,1,0.787,0.33,0.707,0,3,2
19,5,4,0.506,0.0,0.515,3,0,4
8,4,2,0.52,0.006,0.382,16,0,5
7,6,2,0.725,0.0,0.347,22,0,6
21,2,4,0.102,0.432,0.349,0,2,5
3,2,2,0.296,0.37,0.0,32,0,8
21,6,1,0.177,0.045,0.555,14,0,5
9,5,2,0.688,0.245,0.194,17,2,6
17,5,0,0.774,0.527,0.831,3,3,2
7,2,0,0.854,0.57,0.796,7,2,3
11,1,0,0.935,0.731,0.638,6,1,1
22,4,4,0.009,0.0,0.47,6,3,6
2,4,4,0.0,0.341,0.026,0,3,8
17,3,0,1.0,0.794,0.82,15,3,1
2,5,1,0.323,0.336,0.195,9,0,7
17,0,0,0.96,0.873,0.77,10,3,1
3,5,2,0.241,0.566,0.0,16,1,9
18,0,2,0.677,0.357,0.462,12,2,6
0,5,3,0.122,0.598,0.422,21,3,8
3,0,2,0.155,0.0,0.0,21,0,8
6,4,1,0.742,0.223,0.51,11,0,4
13,5,1,0.782,0.315,0.438,4,0,2
2,1,2,0.139,0.0,0.003,24,2,9
10,1,0,0.511,0.478,0.491,7,1,2
0,6,0,0.527,0.582,0.207,19,2,6
13,0,0,0.841,0.706,0.8,0,0,1
22,4,3,0.106,0.29,0.784,9,0,6
1,2,1,0.409,0.422,0.125,6,0,6
6,0,4,0.545,0.034,0.451,13,3,4
1,0,0,0.487,0.79,0.18,26,3,6
2,1,2,0.003,0.265,0.0,25,1,9
23,2,2,0.002,0.086,0.113,37,0,9
19,3,2,0.707,0.288,0.378,17,3,7
6,1,4,0.47,0.324,0.093,0,1,5
17,0,1,0.911,0.071,0.633,7,2,3
7,6,3,0.683,0.384,1.0,24,0,5
8,4,1,0.82,0.295,0.762,7,1,3
2,6,2,0.0,0.238,0.0,33,3,10
5,6,1,0.243,0.245,0.349,2,2,4
12,4,2,0.622,0.0,0.208,22,0,5
6,5,3,0.556,0.268,0.793,16,2,5
9,6,0,0.938,0.782,0.741,2,2,2
8,6,4,0.594,0.095,0.443,20,2,4
5,4,2,0.173,0.047,0.0,22,0,7
23,1,4,0.027,0.152,0.307,2,2,6
15,1,1,0.795,0.149,0.466,24,0,4
19,5,4,0.735,0.0,0.608,0,0,3
1,1,2,0.112,0.111,0.0,36,1,9
6,6,0,0.917,0.736,0.601,5,3,2
15,3,0,0.834,0.85,0.609,7,3,1
7,5,1,0.756,0.14,0.643,9,2,4
17,3,1,0.723,0.261,0.705,8,3,2
1,0,3,0.142,0.209,0.319,15,3,7
5,0,4,0.156,0.169,0.038,9,3,7
0,4,2,0.102,0.206,0.0,18,3,9
22,6,2,0.114,0.21,0.145,41,3,10
14,2,3,0.589,0.246,0.838,30,2,4
17,6,0,1.0,0.722,0.967,22,2,2
2,0,1,0.339,0.358,0.111,9,3,6
0,6,4,0.16,0.1,0.0,1,0,9
3,6,3,0.258,0.54,0.582,10,1,7
15,0,0,0.914,0.884,0.45,11,0,1
22,1,1,0.286,0.263,0.485,15,3,5
20,6,4,0.476,0.0,0.132,6,3,5
22,5,2,0.038,0.095,0.317,40,2,8
13,5,2,0.618,0.165,0.067,31,1,7
7,6,2,0.632,0.308,0.435,15,2,6
1,0,1,0.197,0.069,0.152,0,0,6
4,1,0,0.179,0.673,0.242,1,0,5
19,4,2,0.719,0.0,0.441,30,0,5
2,2,4,0.085,0.035,0.017,0,2,8
22,3,1,0.387,0.465,0.527,16,1,5
14,1,2,0.664,0.117,0.114,12,2,5
5,4,1,0.317,0.154,0.135,3,1,6
14,3,0,0.965,0.793,0.67,11,3,1
4,6,2,0.033,0.0,0.0,23,3,9
4,5,1,0.327,0.494,0.217,0,2,5
15,0,0,0.914,0.884,0.45,11,0,1
3,6,2,0.217,0.0,0.0,29,3,10
8,6,2,0.472,0.229,0.349,21,2,6
1,6,2,0.049,0.295,0.0,20,2,9
15,1,2,0.628,0.306,0.196,21,3,6
4,3,2,0.0,0.315,0.0,24,3,10
4,6,4,0.0,0.0,0.0,0,0,8
11,6,1,0.775,0.403,0.417,6,3,3
22,0,4,0.137,0.166,0.366,0,1,6
8,2,2,0.631,0.299,0.344,27,0,5
2,6,4,0.0,0.071,0.0,0,2,8
8,5,2,0.657,0.018,0.113,20,1,7
11,1,0,0.935,0.731,0.638,6,1,1
0,0,2,0.102,0.283,0.001,36,3,10
23,5,1,0.18,0.037,0.479,5,1,5
9,4,0,0.853,0.722,0.638,20,3,2
9,4,2,0.605,0.274,0.34,24,2,5
6,3,2,0.468,0.089,0.265,34,3,8
14,3,0,0.965,0.793,0.67,11,3,1
22,6,1,0.39,0.373,0.533,28,1,6
3,6,2,0.217,0.0,0.0,29,3,10
2,5,2,0.25,0.32,0.0,29,3,10
17,1,1,0.587,0.123,0.75,5,2,3
18,5,1,0.763,0.362,0.644,6,3,3
21,3,1,0.207,0.432,0.674,20,0,5
18,1,2,0.701,0.09,0.39,16,2,5
18,3,4,0.62,0.049,0.358,5,3,4
2,4,2,0.103,0.103,0.0,49,2,9
1,1,4,0.0,0.416,0.0,5,3,7
20,0,2,0.607,0.0,0.099,43,3,9
1,3,1,0.488,0.586,0.414,2,3,5
10,4,0,0.835,0.876,0.702,8,3,1
22,4,1,0.334,0.492,0.553,4,1,4
3,3,4,0.072,0.012,0.031,7,2,8
11,0,1,0.969,0.434,0.521,12,3,2
18,0,2,0.589,0.322,0.44,37,3,7
5,6,1,0.465,0.516,0.023,6,0,5
22,5,2,0.14,0.0,0.132,16,2,9
23,5,2,0.005,0.232,0.158,19,3,9
3,4,2,0.003,0.565,0.031,29,2,9
20,3,0,1.0,0.797,0.625,27,1,3
21,6,4,0.006,0.0,0.246,3,1,6
17,2,0,0.992,0.777,0.595,21,0,2
6,1,2,0.612,0.0,0.27,16,1,6
12,0,0,0.806,0.788,0.669,5,2,2
23,6,2,0.166,0.0,0.115,21,2,9
1,2,0,0.543,0.913,0.26,21,0,4
19,5,3,0.693,0.61,1.0,27,3,4
19,4,3,0.68,0.528,1.0,15,2,5
2,6,2,0.226,0.465,0.0,42,3,10
21,0,3,0.143,0.42,0.864,17,3,5
19,3,0,0.84,0.601,0.893,15,2,2
11,6,0,0.892,0.555,0.689,29,1,2
22,1,4,0.18,0.024,0.325,1,2,6
21,1,3,0.323,0.252,0.787,6,1,5
19,2,0,0.827,0.823,0.74,7,2,1
11,2,2,0.461,0.423,0.158,44,2,6
21,4,4,0.0,0.086,0.253,0,3,6
4,0,2,0.285,0.14,0.0,27,3,9
11,3,0,0.99,0.987,0.47,17,3,1
9,5,0,0.818,0.766,0.744,5,2,2
1,4,2,0.107,0.112,0.019,14,0,8
6,6,1,0.754,0.384,0.401,9,2,4
8,6,0,0.82,0.772,0.684,14,2,2
21,2,2,0.171,0.0,0.323,43,3,8
12,4,0,0.991,0.944,0.774,25,1,2
5,0,3,0.176,0.461,0.523,17,1,6
3,1,2,0.0,0.22,0.0,28,3,9
2,0,4,0.132,0.166,0.0,0,1,8
19,1,1,0.932,0.387,0.855,10,1,4
4,6,0,0.524,0.701,0.229,0,1,4
16,1,3,0.526,0.274,0.906,25,1,5
12,6,2,0.674,0.123,0.119,26,1,6
6,4,3,0.629,0.396,0.638,25,2,5
20,6,4,0.451,0.0,0.258,10,3,5
23,5,2,0.146,0.232,0.134,22,2,8
8,5,2,0.646,0.187,0.367,24,0,6
23,3,1,0.242,0.184,0.64,29,3,5
17,0,0,1.0,0.62,0.839,19,1,2
9,4,1,0.747,0.55,0.498,7,3,3
14,2,2,0.483,0.213,0.295,37,2,6
10,3,1,0.941,0.574,0.398,10,2,2
13,0,1,0.941,0.356,0.605,0,0,2
9,2,2,0.576,0.022,0.306,45,3,7
22,0,2,0.0,0.059,0.258,18,3,8
17,4,1,0.721,0.309,0.811,0,1,2
8,2,1,0.804,0.442,0.801,0,2,2
1,5,2,0.093,0.26,0.042,21,3,9
2,2,2,0.085,0.134,0.105,27,1,9
2,5,2,0.055,0.225,0.026,14,1,9
1,2,4,0.172,0.161,0.135,0,1,7
5,2,3,0.36,0.174,0.581,26,3,6
3,6,2,0.272,0.056,0.0,39,1,9
12,5,4,0.465,0.22,0.434,11,0,3
19,5,2,0.627,0.301,0.424,11,3,6
17,2,1,0.903,0.64,0.734,0,3,1
20,5,2,0.561,0.207,0.173,35,2,8
15,0,2,0.599,0.387,0.096,10,2,6
23,3,2,0.105,0.0,0.234,40,3,8
4,3,1,0.246,0.432,0.126,19,3,7
8,0,2,0.68,0.0,0.447,28,1,6
12,0,0,0.836,0.621,0.68,16,1,2
12,3,2,0.567,0.158,0.0,24,3,7
19,4,0,1.0,0.778,0.701,0,3,2
22,2,4,0.0,0.211,0.098,0,1,7
15,1,2,0.614,0.289,0.238,19,1,5
14,0,1,0.738,0.353,0.514,12,2,2
19,4,2,0.534,0.0,0.241,25,1,6
1,3,4,0.049,0.0,0.152,0,2,8
18,4,3,0.708,0.617,0.936,33,2,5
14,6,2,0.553,0.0,0.145,23,3,7
9,2,2,0.495,0.0,0.371,16,0,6
13,6,2,0.506,0.043,0.314,19,2,5
19,4,2,0.499,0.283,0.355,16,2,5
2,6,2,0.226,0.465,0.0,42,3,10
19,2,1,0.77,0.203,0.597,17,2,4
3,2,2,0.0,0.25,0.038,21,0,9
3,6,2,0.217,0.0,0.0,29,3,10
0,6,2,0.164,0.061,0.0,18,3,10
1,2,2,0.246,0.237,0.0,18,3,9
14,5,2,0.573,0.077,0.19,18,3,7
23,1,2,0.0,0.0,0.155,25,3,9
22,6,2,0.114,0.21,0.145,41,3,10
11,5,0,1.0,0.842,0.608,16,1,2
21,2,2,0.07,0.064,0.208,30,3,8
17,2,1,0.733,0.032,0.72,0,0,2
22,2,4,0.0,0.0,0.247,8,3,7
6,4,4,0.268,0.131,0.372,14,0,5
22,6,2,0.114,0.21,0.145,41,3,10
21,3,1,0.481,0.244,0.653,15,2,5
23,3,2,0.105,0.0,0.234,40,3,8
9,4,4,0.559,0.124,0.379,4,2,4
2,4,2,0.036,0.142,0.0,32,0,9
1,3,4,0.004,0.046,0.0,7,0,8
15,5,2,0.448,0.189,0.294,18,0,5
13,6,1,0.703,0.113,0.352,0,0,3
23,2,1,0.234,0.46,0.415,18,3,4
3,5,2,0.055,0.125,0.0,44,0,10
8,0,1,0.738,0.07,0.392,6,3,3
7,1,2,0.655,0.352,0.406,27,1,6
2,6,2,0.0,0.238,0.0,33,3,10
2,5,4,0.0,0.06,0.163,17,3,9
23,1,2,0.166,0.118,0.217,35,3,8
3,1,2,0.0,0.22,0.0,28,3,9
13,6,2,0.47,0.152,0.07,29,0,6
19,4,1,0.765,0.275,0.747,13,2,3
2,4,2,0.103,0.103,0.0,49,2,9
3,6,2,0.217,0.0,0.0,29,3,10
13,5,3,0.651,0.185,0.624,10,2,4
4,1,4,0.0,0.064,0.0,4,2,8
3,1,2,0.0,0.22,0.0,28,3,9
7,4,2,0.457,0.199,0.324,19,1,6
22,0,1,0.276,0.331,0.531,18,1,5
7,5,4,0.586,0.221,0.377,15,0,4
16,1,1,0.936,0.197,0.649,12,1,2
4,0,1,0.087,0.284,0.177,16,3,7
2,3,2,0.011,0.479,0.0,31,0,8
6,5,0,1.0,0.926,0.724,22,0,2
17,1,1,0.789,0.034,0.759,8,0,3
7,1,1,0.804,0.523,0.715,10,2,3
8,5,4,0.42,0.123,0.518,5,2,3
22,5,2,0.14,0.0,0.132,16,2,9
9,1,0,0.807,0.52,0.802,15,0,3
8,4,1,0.779,0.41,0.419,8,0,3
23,2,2,0.008,0.146,0.308,32,3,8
0,0,2,0.102,0.283,0.001,36,3,10
4,4,4,0.105,0.148,0.008,14,2,8
16,2,0,0.927,0.817,0.623,3,0,1
23,0,4,0.188,0.31,0.351,12,0,5
22,6,1,0.194,0.27,0.575,4,3,5
0,0,2,0.102,0.283,0.001,36,3,10
19,2,1,0.826,0.531,0.758,5,3,3
9,5,2,0.576,0.06,0.404,20,1,6
2,1,1,0.412,0.25,0.159,13,1,6
9,6,0,0.881,0.879,0.819,20,3,2
13,5,4,0.461,0.079,0.509,7,3,3
16,2,0,0.927,0.817,0.623,3,0,1
4,0,1,0.38,0.337,0.155,10,1,5
23,6,1,0.211,0.389,0.513,2,0,5
2,6,2,0.226,0.465,0.0,42,3,10
10,2,2,0.589,0.082,0.205,29,1,5
0,5,4,0.0,0.0,0.0,1,0,8
3,3,4,0.0,0.048,0.021,0,2,8
22,0,2,0.153,0.154,0.336,34,0,7
13,5,0,0.921,0.847,0.81,9,3,1
4,4,1,0.27,0.233,0.074,8,2,6
14,1,2,0.565,0.222,0.267,14,0,5
3,4,2,0.003,0.565,0.031,29,2,9
2,5,4,0.0,0.06,0.163,17,3,9
13,0,3,0.672,0.44,0.797,15,1,4
12,3,0,0.839,0.696,0.581,0,2,2
17,5,0,0.87,0.556,0.785,19,3,3
5,1,3,0.0,0.325,0.559,18,3,6
16,2,2,0.557,0.0,0.345,29,3,6
1,0,0,0.441,0.853,0.442,8,0,4
14,0,2,0.521,0.15,0.105,36,1,6
12,0,1,0.886,0.261,0.633,0,2,3
2,1,2,0.0,0.361,0.0,16,1,8
13,0,0,1.0,0.786,0.713,13,2,1
18,1,4,0.552,0.036,0.506,15,1,4
8,0,1,0.85,0.101,0.657,5,2,3
21,1,4,0.001,0.0,0.182,4,3,8
20,3,1,0.927,0.395,0.59,23,3,4
5,0,1,0.411,0.12,0.312,4,2,5
3,4,4,0.027,0.228,0.207,3,0,7
3,6,4,0.11,0.232,0.072,6,3,8
5,5,1,0.261,0.119,0.188,3,2,6
10,2,4,0.577,0.06,0.143,8,1,4
14,6,2,0.757,0.113,0.437,19,1,5
3,1,2,0.2,0.311,0.0,31,0,9
0,2,1,0.459,0.39,0.251,2,3,5
4,3,2,0.0,0.315,0.0,24,3,10
22,6,2,0.114,0.21,0.145,41,3,10
17,5,0,0.951,0.811,0.984,11,1,1
19,1,1,0.893,0.431,0.839,2,1,3
7,1,2,0.776,0.322,0.033,18,0,7
12,6,2,0.633,0.186,0.252,18,0,5
19,4,0,0.793,0.661,0.764,19,1,3
17,3,0,1.0,0.676,0.719,0,0,1
18,3,3,0.579,0.386,0.833,26,2,5
7,0,4,0.398,0.217,0.503,19,3,4
17,4,2,0.573,0.411,0.356,27,2,5
19,2,2,0.597,0.0,0.408,33,0,6
3,6,2,0.217,0.0,0.0,29,3,10
6,5,2,0.692,0.179,0.128,37,3,8
17,0,0,0.822,0.551,0.782,14,1,2
19,0,4,0.562,0.0,0.683,9,0,3
17,0,0,0.955,0.565,0.791,4,1,1
2,5,4,0.0,0.274,0.0,4,0,8
14,5,2,0.626,0.123,0.312,20,2,5
17,2,1,0.903,0.64,0.734,0,3,1
13,2,1,0.807,0.365,0.583,7,0,2
19,2,0,0.827,0.823,0.74,7,2,1
21,0,1,0.38,0.019,0.523,15,3,5
9,2,1,0.69,0.021,0.583,12,0,4
13,5,0,0.921,0.847,0.81,9,3,1
22,5,1,0.232,0.27,0.512,6,0,6
15,0,1,1.0,0.361,0.582,5,2,2
2,2,2,0.085,0.134,0.105,27,1,9
3,2,2,0.265,0.132,0.0,15,2,8
18,1,1,0.943,0.494,0.64,0,0,2
2,6,2,0.0,0.238,0.0,33,3,10
22,6,2,0.114,0.21,0.145,41,3,10
8,4,2,0.53,0.162,0.415,30,1,6
3,5,2,0.168,0.0,0.0,12,3,10
14,6,0,0.874,0.797,0.589,15,2,2
0,2,4,0.048,0.137,0.0,12,2,9
0,3,1,0.496,0.304,0.276,13,2,6
3,5,2,0.055,0.125,0.0,44,0,10
1,6,2,0.039,0.111,0.0,34,0,10
14,6,0,0.859,0.457,0.706,10,1,2
3,4,2,0.029,0.097,0.0,11,3,9
23,6,1,0.169,0.499,0.539,22,2,6
15,5,2,0.537,0.225,0.24,41,0,5
7,0,2,0.823,0.247,0.372,21,1,5
0,6,4,0.16,0.1,0.0,1,0,9
5,3,0,0.65,0.593,0.419,26,1,4
1,2,2,0.168,0.165,0.0,33,3,9
15,5,1,0.856,0.493,0.468,17,0,2
17,2,0,0.826,0.684,0.668,11,2,2
15,4,0,0.797,0.722,0.48,9,3,2
10,0,2,0.452,0.0,0.048,24,1,6
5,2,2,0.0,0.012,0.0,24,1,8
23,3,4,0.068,0.11,0.408,13,2,7
11,6,2,0.408,0.209,0.117,33,2,7
13,5,2,0.529,0.332,0.086,25,1,6
17,2,3,0.708,0.139,0.995,7,3,4
15,5,2,0.755,0.0,0.239,7,1,5
18,0,0,0.945,1.0,0.853,23,2,2
2,1,1,0.401,0.399,0.116,10,0,6
13,0,0,1.0,0.786,0.713,13,2,1
5,4,1,0.328,0.351,0.134,0,1,5
17,5,0,0.793,0.73,0.719,0,2,1
23,0,4,0.021,0.125,0.412,0,0,6
3,5,4,0.0,0.0,0.041,7,3,9
5,3,4,0.0,0.354,0.0,9,3,7
19,5,1,0.562,0.321,0.788,11,0,4
7,3,2,0.568,0.142,0.286,28,1,6
18,6,1,0.687,0.496,0.634,13,3,3
4,2,1,0.294,0.244,0.286,15,0,6
1,1,3,0.215,0.104,0.602,32,0,7
11,6,2,0.666,0.18,0.118,21,2,6
2,5,2,0.25,0.32,0.0,29,3,10
3,5,2,0.168,0.0,0.0,12,3,10
6,2,4,0.47,0.051,0.172,0,3,5
22,5,2,0.076,0.025,0.091,29,0,8
21,2,1,0.286,0.203,0.569,0,1,5
14,2,1,0.633,0.376,0.426,0,1,2
17,3,1,0.94,0.043,0.952,19,2,3
3,5,2,0.055,0.125,0.0,44,0,10
20,4,1,0.775,0.508,0.467,0,3,4
16,6,1,0.795,0.089,0.502,0,2,3
4,4,1,0.338,0.393,0.421,13,1,5
12,2,0,0.781,0.636,0.487,7,1,2
9,6,4,0.581,0.378,0.424,6,3,4
14,3,0,0.965,0.793,0.67,11,3,1
19,6,3,0.78,0.0,0.995,20,1,5
17,2,0,1.0,0.961,0.734,18,0,1
5,2,2,0.057,0.099,0.0,29,3,8
3,3,4,0.0,0.161,0.0,0,1,8
15,3,0,0.834,0.85,0.609,7,3,1
8,6,2,0.539,0.252,0.309,26,2,5
14,5,0,1.0,0.387,0.661,3,1,1
17,0,1,0.83,0.229,0.755,12,3,2
17,2,1,0.815,0.344,0.775,16,3,3
8,5,3,0.736,0.226,1.0,19,2,5
2,1,2,0.217,0.173,0.047,25,3,9
4,3,2,0.0,0.315,0.0,24,3,10
14,6,1,0.718,0.545,0.257,0,0,2
19,4,0,0.947,0.799,0.875,3,2,1
4,4,2,0.1,0.0,0.0,36,3,10
22,5,2,0.143,0.078,0.221,14,2,7
9,0,2,0.768,0.0,0.417,27,1,6
5,0,3,0.322,0.224,0.59,17,3,6
3,3,4,0.0,0.158,0.0,8,2,8
9,5,2,0.586,0.035,0.179,24,3,8
21,1,2,0.036,0.334,0.205,28,1,7
6,0,2,0.653,0.048,0.242,14,3,6
23,5,1,0.284,0.442,0.485,4,1,5
17,3,1,0.783,0.238,0.759,0,0,2
17,5,0,0.951,0.811,0.984,11,1,1
3,5,2,0.168,0.0,0.0,12,3,10
13,4,0,0.946,0.706,0.565,8,2,1
22,5,4,0.0,0.098,0.243,14,0,7
7,6,3,0.794,0.498,1.0,21,2,5
9,0,4,0.51,0.075,0.469,1,3,4
22,6,1,0.211,0.037,0.231,6,2,6
18,1,2,0.545,0.049,0.585,31,1,6
9,0,3,0.826,0.165,1.0,21,2,5
3,4,2,0.06,0.321,0.0,30,0,9
19,6,3,0.645,0.226,0.883,15,3,4
0,1,3,0.289,0.475,0.358,37,0,7
8,3,3,0.656,0.519,1.0,15,2,4
0,3,1,0.21,0.201,0.199,13,2,7
4,4,2,0.1,0.0,0.0,36,3,10
6,1,4,0.482,0.201,0.139,17,0,5
19,4,2,0.577,0.283,0.277,23,1,5
9,4,0,0.785,0.832,0.68,13,2,2
17,6,2,0.387,0.226,0.277,34,1,6
16,2,1,0.98,0.396,0.54,0,3,2
16,3,4,0.475,0.313,0.235,0,0,2
1,5,2,0.169,0.287,0.0,10,1,8
2,4,2,0.036,0.142,0.0,32,0,9
13,3,0,0.928,0.714,0.67,4,0,1
2,1,2,0.139,0.0,0.003,24,2,9
2,6,2,0.226,0.465,0.0,42,3,10
0,0,2,0.102,0.283,0.001,36,3,10
21,4,1,0.113,0.171,0.519,2,2,5
5,0,1,0.24,0.52,0.083,11,1,5
12,0,1,0.66,0.375,0.457,9,3,2
19,0,1,0.732,0.223,0.701,18,2,4
1,6,3,0.345,0.462,0.288,24,0,7
18,3,0,0.986,0.631,0.882,26,3,2
18,0,2,0.663,0.149,0.324,33,0,5
3,0,2,0.155,0.0,0.0,21,0,8
8,2,0,0.901,0.47,0.87,18,1,3
8,0,0,0.957,0.687,0.672,8,3,2
13,5,2,0.621,0.377,0.159,22,1,5
22,3,4,0.0,0.278,0.337,10,0,6
9,3,1,0.704,0.364,0.499,11,2,4
11,3,2,0.504,0.17,0.152,14,2,6
17,0,2,0.537,0.0,0.368,26,2,5
0,6,0,0.479,0.754,0.273,0,2,5
8,3,0,0.866,0.859,0.716,16,1,2
3,5,2,0.168,0.0,0.0,12,3,10
23,0,2,0.202,0.104,0.309,24,2,7
9,5,1,0.8,0.699,0.542,8,1,2
17,3,0,0.898,0.772,0.794,6,2,1
3,4,2,0.003,0.565,0.031,29,2,9
21,2,1,0.324,0.111,0.697,7,3,5
10,1,0,0.914,0.93,0.667,15,0,2
7,3,4,0.56,0.058,0.263,0,2,4
9,2,4,0.372,0.081,0.424,4,1,4
17,3,2,0.502,0.089,0.268,31,2,5
6,5,1,0.904,0.028,0.544,12,1,4
21,3,1,0.361,0.487,0.638,5,1,4
19,1,2,0.556,0.364,0.32,23,0,5
22,6,2,0.114,0.21,0.145,41,3,10
14,5,0,1.0,0.387,0.661,3,1,1
23,6,2,0.166,0.0,0.115,21,2,9
0,0,2,0.102,0.283,0.001,36,3,10
0,0,2,0.258,0.0,0.0,25,0,9
9,1,1,0.991,0.403,0.574,15,0,3
4,4,2,0.1,0.0,0.0,36,3,10
4,4,2,0.1,0.0,0.0,36,3,10
22,2,1,0.201,0.38,0.444,11,2,5
8,0,0,0.882,0.661,0.721,23,2,3
14,5,1,0.768,0.299,0.522,5,0,2
5,2,2,0.152,0.33,0.0,38,0,7
4,0,2,0.285,0.14,0.0,27,3,9
18,3,3,0.7,0.229,0.92,25,0,5
4,6,2,0.033,0.0,0.0,23,3,9
3,2,2,0.239,0.337,0.0,11,1,8
9,6,1,0.99,0.41,0.802,0,0,2
5,5,1,0.392,0.277,0.185,8,2,5
0,6,2,0.164,0.061,0.0,18,3,10
5,6,2,0.207,0.0,0.0,24,1,8
3,6,2,0.217,0.0,0.0,29,3,10
4,4,2,0.1,0.0,0.0,36,3,10
11,5,2,0.583,0.345,0.361,20,3,5
17,0,0,0.955,0.565,0.791,4,1,1
7,6,2,0.756,0.194,0.365,27,0,6
0,5,1,0.31,0.586,0.215,9,1,6
17,6,0,0.798,0.953,0.713,9,3,2
17,5,1,0.564,0.665,0.617,4,2,2
